Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Internet Watch Foundation,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Child Exploitation & Online Protection Centre,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Yahoo,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Google,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Microsoft,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Twitter,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Facebook,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,BT,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,BSkyB,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Virgin Media,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Talk Talk,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Vodafone,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Everything Everywhere,,Discuss illegal and harmful online content
14,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Three UK,,Discuss illegal and harmful online content
15,Nicky Morgan MP,Assistant Whip,HM Treasury,2013-01,2013-01,Google,,Briefing on Google activity on protecting children from online pornography; tax issues and cyber security
16,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,UK Music,,Roundtable to discuss Online Video age ratings
16,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2013-01,2013-01,Google,,Roundtable to discuss Online Video age ratings
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Talk Talk,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Talk Talk,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,BT Group,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Sky,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Google,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Microsoft,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,NSPCC,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,Internet Watch Foundation,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,NCA,,Online Protection Summit
17,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-01,2013-01,UK-US Taskforce,,Online Protection Summit
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,ig Brother Watch,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,Brunel University,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,MET Police,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,Demos,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01, Facebook,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,Google,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,Interceiption of Communications Commisionerís office,,Seminar on Big Data and Accountability
18,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2013-01,2013-01,Janet Williams,,Seminar on Big Data and Accountability
19,Jo Johnson MP,Parliamentary Secretary,Cabinet Office,2013-01,2013-01,Google,,Online security policy discussion
20,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,To discuss freedom of information on the internet.
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Facebook,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Global Network Initiative,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Article 19,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01, Amnesty International,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Index on Censorship,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,London Metropolitan University,,Human Rights Sub Committee on Freedom of Expression on the Internet
21,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Reporters Without Borders,,Human Rights Sub Committee on Freedom of Expression on the Internet
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Article 19,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Amnesty International,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Index on Censorship,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Global Partners & Associates,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Reporters without Borders,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,UCL,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Vodafone,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
22,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2012-01,2012-01,Maziar Bahari,,Quarterly meeting of the Human Rights Freedom of Expression on the internet sub group
23,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2010-01,2010-01,Google,,Discuss freedom of expression on the Internet
24,Jeremy Browne MP,Minister of State,"Department for Culture, Communications & Creative Industries",2010-01,2010-01,Google,,Discuss freedom of expression on the Internet
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,HP Turkey,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,Turkish Business Leaders: Pozitron,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,HP Turkey,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,Istventures,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,Lalaloo,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,Google Turkey,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01, Futurists Association,,Commercial Diplomacy
25,Simon Fraser,Permanent Secretary,Foreign and Commonwealth Office,2011-01,2011-01,M-Gen Consultancy and Orijinal Consultancy,,Commercial Diplomacy
26, Rt Hon Francis Maude MP,"Minister for the Cabinet Office, Paymaster General",Cabinet Office,2014-01,2014-01,Google,,Misleading websites
27,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-01,2014-01,Google,,Marketing of paid adverts
28,Rt Hon Nick Clegg MP,Deputy Primie Minister,Cabinet Office,2014-01,2014-01,Google,,Lunch
29,Rt Hon Francis Maude MP, Paymaster General,Cabinet Office,2014-01,2014-01,PayPal,,Digital & Technology
29,Rt Hon Francis Maude MP, Paymaster General,Cabinet Office,2014-01,2014-01,eBay,,Digital & Technology
29,Rt Hon Francis Maude MP, Paymaster General,Cabinet Office,2014-01,2014-01,Google,,Digital & Technology
29,Rt Hon Francis Maude MP, Paymaster General,Cabinet Office,2014-01,2014-01,Facebook,,Digital & Technology
29,Rt Hon Francis Maude MP, Paymaster General,Cabinet Office,2014-01,2014-01,Netflix,,Digital & Technology
30,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2014-01,2014-01,Google,,Queen Elizabeth Prize for Engineering
31,Jo Johnson MP,Parliamentary Secretary,Cabinet Office,2014-01,2014-01,Google,,Online policy discussion
32,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-29,2014-29,Google,,Dinner
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01,Facebook,,Foreign Office Advisory Group on Freedom of Expression
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01,Google,,Foreign Office Advisory Group on Freedom of Expression
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01,Vodafone,,Foreign Office Advisory Group on Freedom of Expression
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01, Amnesty,,Foreign Office Advisory Group on Freedom of Expression
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01,Institute for Human Rights and Business,,Foreign Office Advisory Group on Freedom of Expression
33,Rt Hon Baroness Anelay of St Johns DBE,Minister of State for the Commonwealth and the UN at the Foreign & Commonwealth Office and Prime Minister’s Special Representative on Preventing Sexual Violence in Conflict,Cabinet Office,2015-01,2015-01,academic: Douwe Korff,,Foreign Office Advisory Group on Freedom of Expression
34,Rt Hon Grant Shapps MP,"Minister Without Portfolio,",Cabinet Office,2014-01,2014-01,Google,,To promote UK business opportunities
34,Rt Hon Grant Shapps MP,"Minister Without Portfolio,",Cabinet Office,2014-01,2014-01,Facebook,,To promote UK business opportunities
34,Rt Hon Grant Shapps MP,"Minister Without Portfolio,",Cabinet Office,2014-01,2014-01,Yahoo,,To promote UK business opportunities
34,Rt Hon Grant Shapps MP,"Minister Without Portfolio,",Cabinet Office,2014-01,2014-01,Intel,,To promote UK business opportunities
34,Rt Hon Grant Shapps MP,"Minister Without Portfolio,",Cabinet Office,2014-01,2014-01,Tech City UK,,To promote UK business opportunities
35,Special Advisers,,,2014-17,2014-17,Google,,Dinner
35,Chris Hopkins,,,2014-17,2014-17,Google,,Breakfast
35,Chris Hopkins,,,2014-25,2014-25,Teach First,,Teach First coding dinner (hosted by Google)
35,Chris Hopkins,,,2015-13,,Google,,Future Forum Event
36,Jeremy Heywood,Head of the Civil Service,Cabinet Office,2014-01,2014-01,Google,,Discussion on policy issues
37,Kim Darroch Sir,Prime Minister’s National Security Advisor,Cabinet Office,2014-01,2014-01,Google,, Internet Developments and technical picture
38,,Secretary of State,Cabinet Office,2015-01,2015-01,Google UK,,Discussion on digital high streets policy
39,,DFID Minister of State Shapps,Cabinet Office,2015-01,2015-01,Google Foundation,,Meeting to discuss innovation in the not-for-profit sector
40,Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2015-01,2015-01,Google,,Introductory meeting
41,Mark Lowcock,Permanent Secretary,Department for International Development,2014-01,2014-01,Google,,"Update on Google's work
"
42,Daniel Korski,Special Advisor to David Cameron,Cabinet Office,2015-01,2015-01,Google Deepmind,,Dinner
43,Rt Hon Nicky Morgan MP,Secretary of State for Education,Department for Education,2015-01,2015-01,,,
44, Rt Hon Greg Clark MP ,Secretary of State,Cabinet Office,2015-01,2015-01,Home Retail Group,,To discuss High Streets issues
44, Rt Hon Greg Clark MP ,Secretary of State,Cabinet Office,2015-01,2015-01, Telefonica UK,,To discuss High Streets issues
44, Rt Hon Greg Clark MP ,Secretary of State,Cabinet Office,2015-01,2015-01,IBM,,To discuss High Streets issues
44, Rt Hon Greg Clark MP ,Secretary of State,Cabinet Office,2015-01,2015-01,Google,,To discuss High Streets issues
45,Tobias Ellwood MP,Parliamentary Under Secretary of State at the Foreign and Commonwealth Office,Foreign and Commonwealth Office,2015-01,2015-01,Google,,"Meeting with Verity Harding from Google (met at the Quilliam/Facebook dinner at party conference) to discuss upcoming ISIL Taskforce meeting (which she was attending) and also their shared home of Bournemouth including potential for Google to become more locally involved there,To discuss ISIL Taskforce meeting and Google"
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,ABI,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Adobe,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01, Advertising Association,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Algomi,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Amberhawk Associates,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Barclays,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,BBA,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Big Brother Watch,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,CBI,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Citi,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Citizens Advice,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Direct Marketing Association,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Experian,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Facebook,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,FLA,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,GC100 Executive,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Google,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Hogan Lovells International LLP,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Hunton and Williams,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,IAB,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,IBM,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,ICOMP,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Intuit,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Microsoft,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Privacy Consulting Ltd,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Privacy International,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Promontory Financial Group (UK) Ltd,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01, SRC,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Symantec Corporation,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,TechUK,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01, Twitter,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,University of Cambridge,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Wellcome Trust,,To discuss data protection
46, Rt Hon John Whittingdale OBE MP,Secretary of State,Cabinet Office,2016-01,2016-01,Which?,,To discuss data protection
47,Nick Gibb MP,Minister of State for Schools,Department for Education,2016-01,2016-01,Google,,Google Education Project
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Which,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,AirbnB,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Amazon,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Apple,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Ebay,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Google,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19, Microsoft,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Netflix,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Paypal,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Sky,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Spotify,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Uber,,To discuss consumer rights
48,Nick Boles MP,Minister of State for Skills,Department for Education,2016-19,2016-19,Tech UK,,To discuss consumer rights
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Cisco,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Google,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,HP Enterprise Services,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Quicksilva,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Tata Consultancy,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Telefonica UK,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,BBC,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Barclaycard Digital,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,DCV Technologies,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Direct Line Group,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,DWP,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,HMRC,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Mullen Lowe Group,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,HSBC,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,National Grid,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Save the Children International,,To discuss tech partnerships
49,Nick Boles MP,Minister of State for Skills,Department for Education,2016-05,2016-05,Tech Partnership Company,,To discuss tech partnerships
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Publishers Association,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Publishers Licensing Society,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Microsoft,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Google,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Channel 4,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,News Corp,,To discuss Digital Single Market
