Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,British Association of Picture Libraries and Agencies,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Association of Photographers,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Design and Artists Copyright Society,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,News Media Europe,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Professional Publishers Association,,To discuss Digital Single Market
50,Baroness Neville-Rolfe DBE,"Parliamentary Under-Secretary of State for Business, Innovation and Skills and Minister for Intellectual Property","Department for Business, Innovation and Skills and Minister for Intellectual Property",2016-20,2016-20,Society of Authors,,To discuss Digital Single Market
51,Nick Hurd MP,"Minister of State at the Department for Business, Energy and Industrial Strategy","Department for Business, Energy & Industrial Strategy",2016-01,2016-01,Google Foundation,,Introductory meeting on the work of the Google Foundation in tackling major development challenges
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Newsworks,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Trinity Mirror,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Newsworks,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,The Telegraph,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,News Media Association,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01, Association of Online Publishers,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Internet Advertising Bureau UK,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,ISBA,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Advertising Association,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Advertising Standards Authority,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Institute of Practitioners in Advertising,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Pagefair,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Nexu/ British Interactive Media Association,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,News UK,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Google,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Yahoo,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Radium One,,To discuss ad-blocking
52,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Guardian News and Media Grou,,To discuss ad-blocking
53,Baroness Shields,Minister for Internet Safety and Security,"Department for Culture, Media and Sport i",2016-01,2016-01,Google,,To discuss speaking at the Zeitgeist conference
54,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Google,,To discuss online extremism
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Facebook,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Google,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Blackberry,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Microsoft,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Yahoo,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Twitter,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
55,Rt Hon John Whittingdale OBE MP,Secretary of State,"Department for Culture, Communications & Creative Industries",2016-01,2016-01,Apple,,Roundtable with overseas communication service providers to discuss the implications of the IP Bill
56, Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-01,2011-01,Google,,To discuss growth issues
57, Rt Hon Francis Maude MP,"Minister for the Cabinet Office, Paymaster General",Cabinet Office,2011-01,2011-01,Google,,Digital technology and high value manufacturing
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Ofcom,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BPI,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Publishers Association,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,MPAA,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Premier League,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BT,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Virgin Media,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,TalkTalk,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Sky,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Internet Advertising Bureau ,,Online Copyright Infringement Round Table
58,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,FACT,,Online Copyright Infringement Round Table
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,PACT,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Premier League,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Time Warner,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,BPI,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Google,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Random House,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Frontier Developments,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Universal,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Beggars Banquet,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Sony,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Spotify,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,O2,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Virgin Media,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Working Titles Films,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,BSkyB,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,British Telecom,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Apple of Europe,,Business Breakfast
59,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Eidos Games,,Business Breakfast
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Ofcom,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BPI,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Publishers Association,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,MPAA,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Premier League,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BT,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Virgin Media,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,TalkTalk,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BSkyB,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Internet Advertising Bureau ,,Online Copyright Infringement Round Table
60,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,FACT,,Online Copyright Infringement Round Table
61,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Google,,To discuss Comms Green paper
62,Rt Hon Jeremy Hunt,Secretary of State,Department of Health,2012-01,2012-01,Google,,To discuss Comms Green paper
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Intellectual Property Office,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Ofcom,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BPI,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Publishers Association,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,MPAA,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Premier League,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BT,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Virgin Media,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,TalkTalk,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Sky,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Internet Advertising Bureau,,Online Copyright Infringement Round Table
63,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,FACT,,Online Copyright Infringement Round Table
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,LCA,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Microsoft,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,BPI,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Premier League,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,MPAA,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Ofcom,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,IPO,,"To discuss search engines, rights holders"
64,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Publishers Association,,"To discuss search engines, rights holders"
65,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Google,,To discuss ePrivacy
65,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Apple,,To discuss ePrivacy
65,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Microsoft,,To discuss ePrivacy
65,Ed Vaizey MP,"Minister for Culture, Communications & Creative Industries","Department for Culture, Communications & Creative Industries",2012-01,2012-01,Mozilla,,To discuss ePrivacy
66,,Secretary of State,,2011-01,2011-01,Google,,To discuss Broadband
67,,Secretary of State,,2011-01,2011-01,Google,,To discuss internet policy
68,,Secretary of State,,2011-01,2011-01,Google,,To discuss digital technology
69,,Secretary of State,,2011-01,2011-01,Google,,To discuss search engine
70,,Secretary of State,,2011-01,2011-01,ITV,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,UK Music,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,British Phonographic Industry,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,CBI,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,British Fashion Council,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Ogilvy,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,IKIE,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,NESTA,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Warner Bros,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Creative England,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,PACT,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Edios,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Microsoft UK,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Sorrell Foundation,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Ingenious,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Aardman,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,ERIBA,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Amazon UK,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,BskyB,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,BBC,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Google,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Telegraph Media Gp,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Design Council,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Harper Collins,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,Double Negative,,Roundtable on creative industries
70,,Secretary of State,,2011-01,2011-01,The Advertising Association,,Roundtable on creative industries
71,,Secretary of State,,2011-01,2011-01,Google,,SofS Q&A with DCMS Staff
72,,Secretary of State,,2011-01,2011-01,Google,,To discuss privacy campaign
73,,Secretary of State,,2011-01,2011-01,Google,,General discussion
73,,Secretary of State,,2011-01,2011-01,Facebook,,General discussion
74,,Secretary of State,,2010-01,2010-01,BT,,To discuss Local TV
75,,Secretary of State,,2010-01,2010-01,Google,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Talktalk,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,BSkyB,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Virgin Media,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Internet Service Providers Association,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Warner Bros Entertainment UK & Spain,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Motion Picture Association of America,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,/UK Music,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Music Publishers Association,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,British Phonographic  Industry,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,EMI Music UK and Ireland,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Universal Music UK,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Warner Music Europe,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Sony Music Publishers Association,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Google,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,PRS for Music,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Association of Independent Music,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Yahoo Europe,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Beggars Group,,To discuss music publishing
75,,Secretary of State,,2010-01,2010-01,Telefonica 02 UK Ltd,,To discuss music publishing
76,,Secretary of State,,2011-01,2011-01,Google,,To discuss Comms Green Paper
77,,Secretary of State,,2011-01,2011-01,Google (USA),,Introductory meeting to American Vice President
78,,Secretary of State,,2011-01,2011-01,Google ,,General discussion
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,PACT,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Premier League,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Time Warner,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,BPI,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Google,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Random House,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Frontier Developments,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Universal,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Beggars Banquet,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Sony,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Spotify,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,O2,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Virgin Media,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Working Titles Films,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,BSkyB,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,British Telecom,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Apple of Europe,,Business Breakfast
79,The Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,Eidos Games,,Business Breakfast
80,Sir Jeremy Heywood,Permanent Secretary,Cabinet Office,2012-01,2012-01,Google,,General discussion